,temperature,humidity,pressure,precipitation
0,19.36350297118406,32.200042998071396,1024.9422152308002,2.584086058430385
1,33.767857660247905,74.54872878846463,985.8897975496534,26.5677315784074
2,28.299848545285126,52.004918675342864,991.314009986623,27.031756080505325
3,24.966462104925917,65.5999483815292,1042.8987931968954,31.871495074910328
4,13.900466011060914,93.5296531748265,1022.4500341761712,36.30456668613308
5,13.899863008405067,47.450456040421244,980.6437936131641,48.79260397312673
6,11.452090304204987,58.72680461249408,987.1030080006223,25.815017415059767
7,31.654403644373378,82.88857969801342,1026.4451238375639,16.1478236470623
8,25.02787529358022,46.015871584413574,980.3543108692353,39.759309738435185
9,27.70181444490114,35.38859368801551,991.2565635992249,13.541612563103712
10,10.51461235739506,50.28260170396376,1018.411365255661,21.948571035281805
11,34.247746304049855,41.285490107780305,1028.4326638384885,3.9228190671132976
12,30.811066020010543,95.07883566398012,1025.637288165182,1.2675371707728755
13,15.308477766956905,86.56842656950919,995.6988516622392,48.132420733896254
14,14.545624180177516,74.33826295572965,1029.8525454943276,41.79900602561029
15,14.585112746335845,91.00224131314025,996.607436124776,34.798710304684896
16,17.60605607398844,86.257045382938,1002.7779788711488,20.447647220713495
17,23.11891079080595,43.05990412202251,1032.2543983582616,8.664716003542289
18,20.798625466052894,92.47912989429844,1025.4743029333051,7.8218521335543025
19,17.28072850495105,67.75395693409556,1039.4456387345924,12.512144908229766
20,25.296322368059485,86.52081086148438,1026.0329024610242,27.461333235306025
21,13.487346516301045,92.72639099464453,1019.781602233483,35.72979613500312
22,17.303616213380455,52.26024324803047,986.5572337479665,33.009868835886564
23,19.159046082342293,37.70363471693737,1005.7401062141604,13.996694847297142
24,21.4017496054259,45.95546137793592,998.5641657377208,47.743264033159704
25,29.62939903482534,59.89754520383794,997.0792750365358,36.89484583478843
26,14.991844553958995,87.26103361457452,1048.1107388326711,27.717702625570034
27,22.85586096034029,90.25114082794404,1007.5168407266732,30.58603731171761
28,24.810364221551062,30.48664913718335,1042.443258862398,20.980003121389494
29,11.161260317999943,65.7523111804296,1024.1797038198083,12.386549475057873
30,25.18862129753596,59.21877022041453,1035.6367912479154,17.798633932563078
31,14.263103092182288,45.54754673295112,1015.1845965173634,37.892305523218454
32,11.626289824631987,38.3905757133578,1020.3832719238451,0.7196744314877934
33,33.722138431333335,53.63306199825396,1014.4762385673205,5.803632025345812
34,34.14080082686398,96.00367927387634,993.6670091458631,2.3001321010876374
35,30.209933702911528,52.62420524145287,1030.5716480683054,2.0364401159485066
36,17.61534422933427,66.31534352203562,999.6540653708599,42.77302920055036
37,12.441802850159597,79.21132712266245,981.7021176502018,35.18289296900118
38,27.105825662803923,55.454072166550574,1025.1830607135018,23.70869145436626
39,21.003812343490033,98.02474579046725,992.3977475584934,4.891708032550074
40,13.05095587111947,97.37131064594779,1045.832100904704,24.58079375584162
41,22.379422752781757,47.62476070777549,1046.775000390181,23.673588539028284
42,10.85971302788046,64.80739541246697,1044.0405073154313,8.660093495500758
43,32.73301005196955,51.06148168717388,1005.9111090178811,21.692582461898652
44,16.469499540000424,49.93883460642273,981.0819631570207,19.92523671986867
45,26.56305710884955,32.582086314817296,1044.9822993811408,30.792504902610823
46,17.792776902235275,72.66950337859278,1009.972890382212,31.75468254338219
47,23.00170052944527,65.1875316260203,1047.665837333057,2.265200488602226
48,23.66775698358199,33.60351258749925,1047.4533983962476,18.73063073132356
49,14.621361388138176,49.505252496562804,1039.7106618827152,31.29299578571182
50,34.239615694113965,93.57861201766576,1000.611422444871,25.156812929004385
51,29.378320584027865,46.769332346688074,1006.9568410021348,42.824492059416116
52,33.48747353910473,40.14264104638562,1039.57956700618,32.93468158094725
53,32.37068376069122,64.26169321942942,1002.1845403609394,8.146721354071484
54,24.94749947027713,98.99553178774205,991.8644922680264,3.528437370021492
55,33.04685587557792,46.94386900580503,1018.9760883720845,32.12096391031578
56,12.212312551297988,77.0494883184115,1045.5308341912546,1.3255655270810907
57,14.89957156047863,83.31337307301024,1028.722085767248,29.288779063673164
58,11.130682222763452,46.63462807946797,1019.9042819062555,47.01151207124788
59,18.133258269081608,80.97514440283017,986.8023545639538,28.77370889379395
60,19.71693224223705,55.74481929034772,1023.0505058689419,19.408496310326097
61,16.783725794347397,74.26140814155056,1049.3037695072985,32.16441092211766
62,30.718437728798232,74.34707975326262,989.8058810665567,22.912644524575832
63,18.918833167339734,67.50422788523309,1016.2830756654615,27.280839465796745
64,17.023362742184517,36.32028390380858,1041.4161150349569,47.07324043882626
65,23.567402078956214,88.47117469124666,1031.8538032427944,19.305131890038712
66,13.523105624369066,52.45460454802151,1028.7911018696689,48.05952819119571
67,30.054924518850992,43.0562957279898,1029.1738858790977,45.26753209780318
68,11.86376609199427,32.85425990883348,1005.1643805853829,9.789556739464821
69,34.672173415012935,71.36250602317693,1000.5514290985145,3.4680650437582727
70,29.306119232416435,77.42950532895978,1036.655280883496,5.038900068871333
71,14.96789203835431,31.16114802494993,1036.7079376275426,0.9110912825774864
72,10.13805292809006,65.84651408094967,1040.6950623006073,4.72214803779642
73,30.386535711370854,45.85470426385566,1043.926838678953,34.150338670817845
74,27.67143359619043,75.1620953286615,1015.7939679202657,3.559432423011449
75,28.225179201024684,42.2056500303494,1015.106140628104,15.948781514688065
76,29.281758667148644,78.36564166717261,1035.8806625276743,42.24376554847273
77,11.85111629335226,57.07147424103762,1025.4974751544435,1.1635967867912933
78,18.961643213606813,95.57109921157142,1029.1376814080393,40.72342412944679
79,12.896726488128243,39.62646609021952,1035.7054868605271,14.092738738669997
80,31.577585646889837,53.8746445735181,1042.3003739272297,5.908241381082813
81,25.58245317068895,37.943146486841236,1003.6596609796075,34.836858268207536
82,18.27245062131623,94.7285532794994,1006.290806684796,31.4471423389942
83,11.588958757150591,91.41375473666866,986.5787357888609,43.873600676352645
84,17.774558042891556,48.05591394006089,1020.4796098697321,36.75355219019429
85,18.12958305066868,76.19888322239254,982.515959165772,40.17404651924243
86,28.240154458451602,87.20555401408511,1012.5918612692722,14.101728628565324
87,25.93893678388033,68.86405681196237,1017.9851244295304,8.871977188986142
88,32.18031856440817,67.07554048492045,1000.0578876489799,37.53073758204292
89,21.805373129048732,46.929660363031616,1021.3583282398307,40.3417369633632
90,12.989856148457543,36.51719374641294,982.1350174957335,49.52525710003366
91,27.831119680574876,92.80510305673288,982.614373212445,20.630883845571326
92,29.019626215422434,93.02926400143313,1037.582039246176,18.600904289639157
93,24.031929939237408,74.31710200912875,1005.2133448987884,38.82064803709984
94,29.274179498864026,53.73208537340905,988.8942358856319,17.040177012650894
95,22.344889909109767,54.44467022288626,1016.5570282038364,46.537866280178235
