Temperatura,Umidade,Pressao
19.36350297118406,57.027184646054195,966.4265797930993
33.767857660247905,97.283339467674,1031.4574720231383
28.299848545285126,93.37454493692447,1016.51972206962
24.966462104925917,43.70537943525075,1002.3065424769119
13.900466011060914,34.85529106126158,985.8830484123503
13.899863008405067,37.05446009641987,1037.7200540813108
11.452090304204987,31.275527795608483,989.2445107422635
31.654403644373378,36.61100725291499,1031.6599439471577
25.02787529358022,77.81047413914499,993.9134908570219
27.70181444490114,34.98320539221603,987.6944429424908
10.51461235739506,52.32829412056329,996.2679785669607
34.247746304049855,89.14127176786181,980.1377874164142
30.811066020010543,31.62903550150781,1024.760938017625
15.308477766956905,87.0127937812255,1000.2720390092479
14.545624180177516,49.729834234137996,973.2212695146817
14.585112746335845,38.27153793351594,1039.957457327457
17.60605607398844,78.77160157549054,988.3891221373211
23.11891079080595,74.02599927459188,1004.3552861113989
20.798625466052894,91.4230409468937,1040.6472110964546
17.28072850495105,81.454973066272,1012.4237995913992
25.296322368059485,86.24366512693939,961.6898040708364
13.487346516301045,49.742420079991454,1043.9832123613476
17.303616213380455,42.4207680645806,1012.7708053071418
19.159046082342293,82.54303261486008,983.4905614657087
21.4017496054259,86.47843174870849,963.9272072663388
29.62939903482534,99.33535994004713,1029.4025189270296
14.991844553958995,58.88323738379985,1012.0072755928513
22.85586096034029,56.04126600549482,1003.3461091976321
24.810364221551062,84.34890725193978,1039.3892583050958
11.161260317999943,53.85624781771125,1028.859721122453
25.18862129753596,95.15301279224953,965.1674879732751
14.263103092182288,90.08889262901083,981.1722067795548
11.626289824631987,60.02958191625129,974.8489139814466
33.722138431333335,82.56097474540482,1024.3946292572678
34.14080082686398,82.81800118592776,953.3532434735779
30.209933702911528,37.218670818515285,1006.9889684871316
17.61534422933427,93.17870346756968,1026.245868574069
12.441802850159597,65.36766607135,1037.676563676175
27.105825662803923,87.85202262754191,984.2081748715907
21.003812343490033,52.40347207214282,1032.1257304672013
13.05095587111947,92.68662599473403,961.0631736955207
22.379422752781757,57.24411751139142,1034.6452291734518
10.85971302788046,30.758635603620885,962.7488662331982
32.73301005196955,93.37673834934846,989.7287290560367
16.469499540000424,36.390067375029346,1029.7295365779553
26.56305710884955,52.351954631329036,964.9917427348773
17.792776902235275,96.50433769355635,972.9251395232642
23.00170052944527,96.54250028562893,1022.2252568393067
23.66775698358199,70.14065216863003,1022.0036536546074
14.621361388138176,74.22860485188595,1014.1147632885297
34.239615694113965,61.39118653848239,1019.39484444671
29.378320584027865,50.52475401886451,1004.2724443347596
33.48747353910473,53.006518175894115,975.1799058906953
32.37068376069122,77.0762919253927,984.569599350392
24.94749947027713,82.66621706063759,968.1597716801425
33.04685587557792,85.4105330608094,1040.8450561333627
12.212312551297988,85.27326999561878,1008.339179476612
14.89957156047863,36.38442721340833,990.085141676364
11.130682222763452,64.6094213291807,996.2005803644133
18.133258269081608,34.0291132011651,1044.7283339611815
19.71693224223705,68.46702176266149,965.335140311608
16.783725794347397,60.907135096136386,1008.6229832016797
30.718437728798232,92.13929279308098,1000.5888678884467
18.918833167339734,54.5640508786455,1011.1454235434647
17.023362742184517,38.19469114993241,951.8110183820841
23.567402078956214,40.009417743698506,1037.2123908944152
13.523105624369066,83.30574422022306,1043.2118282483611
30.054924518850992,73.27526443213827,1006.5133183589209
11.86376609199427,37.07858732859532,1019.6650823876893
34.672173415012935,35.88747642804982,1042.2499381177295
29.306119232416435,79.0678392021384,1020.7238634313399
14.96789203835431,35.09341044549355,965.2539042914261
10.13805292809006,87.53020415032493,1007.6288360166814
30.386535711370854,79.43695590095473,1010.6715046382856
27.67143359619043,35.69441464493298,992.4130671302386
28.225179201024684,35.938639985963434,1023.6444235624723
29.281758667148644,99.06477049508229,1043.4367014769016
11.85111629335226,56.19895570292842,1042.5568512906775
18.961643213606813,55.944950294682364,995.0839371404132
12.896726488128243,86.89596970802518,961.3238045840756
31.577585646889837,96.30740041687011,1048.4841198962336
25.58245317068895,99.02007446760096,1033.8898086445934
18.27245062131623,82.73647296812592,962.4662681203267
11.588958757150591,56.338170987164105,1042.0841882617372
17.774558042891556,35.845050168906816,1036.9896362062127
18.12958305066868,84.40028411492057,1001.8838057126072
28.240154458451602,69.08829748150634,1009.127543574493
25.93893678388033,59.69554064728834,989.900270387013
32.18031856440817,93.44480695663151,955.4761638822031
21.805373129048732,37.7838237614306,983.5197241645901
12.989856148457543,64.48375730036014,1030.2853448598012
27.831119680574876,30.794755133719335,950.4632023004602
29.019626215422434,62.80624493958884,983.3499171691144
24.031929939237408,33.94122929772861,989.8168693590943
29.274179498864026,38.31725413876504,1003.7395602937922
